block,cohort,year_from,grade_from,n_from,mean_from,year_to,grade_to,n_to,mean_to,progression_pp,instrument_caveat
B0060 holalkere,G5 2023-24 -> G6 2024-25,2023-24,5.0,1095,46.05936,2024-25,6.0,934,44.073875,-1.99,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0120 shahapur,G4 2022-23 -> G5 2023-24,2022-23,4.0,1418,45.042313,2023-24,5.0,1554,43.101673,-1.94,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0123 shorapur,G4 2022-23 -> G5 2023-24,2022-23,4.0,1996,51.99148,2023-24,5.0,2020,50.054455,-1.94,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0073 jewargi,G5 2022-23 -> G6 2023-24,2022-23,5.0,2101,50.26416,2023-24,6.0,1573,48.350285,-1.91,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0140 virajpet,G5 2022-23 -> G6 2023-24,2022-23,5.0,674,50.96439,2023-24,6.0,637,49.065933,-1.9,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0054 hanur,G5 2022-23 -> G6 2023-24,2022-23,5.0,847,50.253838,2023-24,6.0,558,48.387096,-1.87,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0076 kalghatagi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1450,52.813793,2024-25,6.0,1439,50.955524,-1.86,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0097 molakalmur,G5 2023-24 -> G6 2024-25,2023-24,5.0,1232,30.073051,2024-25,6.0,1037,28.22565,-1.85,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0030 chikkaballapur,G5 2023-24 -> G6 2024-25,2023-24,5.0,865,49.635838,2024-25,6.0,690,47.833332,-1.8,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0039 devadurga,G5 2023-24 -> G6 2024-25,2023-24,5.0,1409,41.391056,2024-25,6.0,1294,39.6136,-1.78,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0008 badami,G5 2022-23 -> G6 2023-24,2022-23,5.0,207,67.36715,2023-24,6.0,1723,65.612305,-1.75,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0070 indi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1465,47.65529,2024-25,6.0,2183,45.916172,-1.74,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0023 byadagi,G4 2023-24 -> G5 2024-25,2023-24,4.0,586,58.677475,2024-25,5.0,862,56.954758,-1.72,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0111 raichur,G4 2023-24 -> G5 2024-25,2023-24,4.0,1251,48.70104,2024-25,5.0,1465,47.03413,-1.67,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0080 kollegala,G4 2022-23 -> G5 2023-24,2022-23,4.0,574,48.57143,2023-24,5.0,571,46.900177,-1.67,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0071 jagalur,G5 2022-23 -> G6 2023-24,2022-23,5.0,472,43.98305,2023-24,6.0,686,42.34694,-1.64,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0112 ramanagara,G4 2023-24 -> G5 2024-25,2023-24,4.0,732,78.3265,2024-25,5.0,588,76.70068,-1.63,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0133 t.n.pura,G4 2023-24 -> G5 2024-25,2023-24,4.0,479,57.588726,2024-25,5.0,1438,55.96662,-1.62,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0130 soundatti,G4 2023-24 -> G5 2024-25,2023-24,4.0,1655,70.250755,2024-25,5.0,2096,68.661736,-1.59,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0075 kagwad,G5 2022-23 -> G6 2023-24,2022-23,5.0,74,61.95946,2023-24,6.0,332,60.376507,-1.58,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0128 siruguppa,G5 2023-24 -> G6 2024-25,2023-24,5.0,1258,36.55008,2024-25,6.0,1790,35.0419,-1.51,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0044 gangavathi,G5 2023-24 -> G6 2024-25,2023-24,5.0,2068,40.76886,2024-25,6.0,1729,39.265472,-1.5,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0132 srirangapatna,G4 2023-24 -> G5 2024-25,2023-24,4.0,527,49.497154,2024-25,5.0,420,48.011906,-1.49,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0029 channarayapatna,G4 2022-23 -> G5 2023-24,2022-23,4.0,278,61.25899,2023-24,5.0,1055,59.796207,-1.46,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0107 nelamangala,G5 2022-23 -> G6 2023-24,2022-23,5.0,827,64.673515,2023-24,6.0,775,63.212902,-1.46,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0120 shahapur,G5 2023-24 -> G6 2024-25,2023-24,5.0,1554,43.101673,2024-25,6.0,1637,41.652412,-1.45,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0001 afzalpur,G5 2023-24 -> G6 2024-25,2023-24,5.0,1054,42.903225,2024-25,6.0,1084,41.462177,-1.44,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0166 tarikere,G5 2023-24 -> G6 2024-25,2023-24,5.0,892,60.661434,2024-25,6.0,522,59.224136,-1.44,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0058 hirekerur,G4 2023-24 -> G5 2024-25,2023-24,4.0,1105,55.022625,2024-25,5.0,1707,53.596954,-1.43,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0089 lingasugur,G5 2023-24 -> G6 2024-25,2023-24,5.0,1514,45.122192,2024-25,6.0,1501,43.71752,-1.4,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0049 gulbarga south,G5 2022-23 -> G6 2023-24,2022-23,5.0,962,44.282745,2023-24,6.0,767,42.900913,-1.38,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0076 kalghatagi,G5 2022-23 -> G6 2023-24,2022-23,5.0,1530,58.480392,2023-24,6.0,1447,57.1009,-1.38,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0145 biruru,G5 2023-24 -> G6 2024-25,2023-24,5.0,757,62.05416,2024-25,6.0,519,60.69364,-1.36,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0017 belgaum rural,G5 2023-24 -> G6 2024-25,2023-24,5.0,1120,63.089287,2024-25,6.0,1963,61.76006,-1.33,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0078 khanapur,G4 2023-24 -> G5 2024-25,2023-24,4.0,887,63.010147,2024-25,5.0,672,61.70387,-1.31,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0117 sandur,G4 2022-23 -> G5 2023-24,2022-23,4.0,1302,49.41244,2023-24,5.0,1326,48.11086,-1.3,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0087 kunigal,G5 2023-24 -> G6 2024-25,2023-24,5.0,873,54.3929,2024-25,6.0,750,53.1,-1.29,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0066 hubli,G4 2023-24 -> G5 2024-25,2023-24,4.0,1298,63.031586,2024-25,5.0,1525,61.75082,-1.28,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0062 honnali,G4 2023-24 -> G5 2024-25,2023-24,4.0,784,45.038265,2024-25,5.0,1401,43.765167,-1.27,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0032 chikodi,G5 2022-23 -> G6 2023-24,2022-23,5.0,88,78.125,2023-24,6.0,933,76.8596,-1.27,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0164 periya patna,G5 2023-24 -> G6 2024-25,2023-24,5.0,524,59.41794,2024-25,6.0,1203,58.18371,-1.23,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0061 holenarasipura,G5 2022-23 -> G6 2023-24,2022-23,5.0,330,57.272728,2023-24,6.0,819,56.074482,-1.2,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0107 nelamangala,G4 2022-23 -> G5 2023-24,2022-23,4.0,694,56.368877,2023-24,5.0,731,55.164158,-1.2,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0018 belur,G5 2023-24 -> G6 2024-25,2023-24,5.0,517,54.787235,2024-25,6.0,886,53.639954,-1.15,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0106 navalgund,G5 2023-24 -> G6 2024-25,2023-24,5.0,1092,51.03022,2024-25,6.0,1043,49.894535,-1.14,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0127 sira,G4 2022-23 -> G5 2023-24,2022-23,4.0,927,55.064724,2023-24,5.0,1816,53.970264,-1.09,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0034 chintamani,G5 2023-24 -> G6 2024-25,2023-24,5.0,1069,49.29373,2024-25,6.0,672,48.229168,-1.06,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0021 bilagi,G4 2022-23 -> G5 2023-24,2022-23,4.0,343,55.80175,2023-24,5.0,1064,54.736843,-1.06,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0056 harihara,G5 2022-23 -> G6 2023-24,2022-23,5.0,504,60.18849,2023-24,6.0,509,59.125736,-1.06,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0099 mudhol,G4 2022-23 -> G5 2023-24,2022-23,4.0,200,48.8,2023-24,5.0,992,47.741936,-1.06,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0096 manvi,G4 2022-23 -> G5 2023-24,2022-23,4.0,1542,45.171856,2023-24,5.0,1275,44.117645,-1.05,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0037 davanagere(n),G4 2023-24 -> G5 2024-25,2023-24,4.0,490,48.459183,2024-25,5.0,803,47.43462,-1.02,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0097 molakalmur,G5 2022-23 -> G6 2023-24,2022-23,5.0,1240,32.83468,2023-24,6.0,1086,31.832413,-1.0,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0006 athani,G4 2023-24 -> G5 2024-25,2023-24,4.0,926,52.73218,2024-25,5.0,2120,51.76651,-0.97,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0027 chamarajanagar,G5 2022-23 -> G6 2023-24,2022-23,5.0,1367,57.147038,2023-24,6.0,143,56.188812,-0.96,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0110 raibag,G4 2023-24 -> G5 2024-25,2023-24,4.0,1114,53.27648,2024-25,5.0,1093,52.39707,-0.88,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0085 kuknoor,G5 2023-24 -> G6 2024-25,2023-24,5.0,635,45.09449,2024-25,6.0,715,44.237762,-0.86,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0063 hosadurga,G5 2022-23 -> G6 2023-24,2022-23,5.0,1734,53.572666,2023-24,6.0,1330,52.736843,-0.84,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0161 muddebihal,G5 2023-24 -> G6 2024-25,2023-24,5.0,1281,48.840748,2024-25,6.0,1997,48.009514,-0.83,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0059 hiriyur,G5 2022-23 -> G6 2023-24,2022-23,5.0,1837,51.287426,2023-24,6.0,1344,50.47247,-0.81,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0036 chittapur,G4 2022-23 -> G5 2023-24,2022-23,4.0,1669,30.575195,2023-24,5.0,1436,29.770195,-0.81,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0027 chamarajanagar,G4 2023-24 -> G5 2024-25,2023-24,4.0,110,49.227272,2024-25,5.0,1287,48.426575,-0.8,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0131 srinivasapur,G5 2023-24 -> G6 2024-25,2023-24,5.0,840,50.785713,2024-25,6.0,561,49.99109,-0.79,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0115 ron,G5 2022-23 -> G6 2023-24,2022-23,5.0,993,57.91541,2023-24,6.0,1756,57.135536,-0.78,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0014 bangarapete,G4 2022-23 -> G5 2023-24,2022-23,4.0,326,51.963192,2023-24,5.0,367,51.19891,-0.76,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0037 davanagere(n),G5 2022-23 -> G6 2023-24,2022-23,5.0,276,48.586956,2023-24,6.0,408,47.8799,-0.71,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0120 shahapur,G4 2023-24 -> G5 2024-25,2023-24,4.0,1334,41.806595,2024-25,5.0,1766,41.10702,-0.7,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0112 ramanagara,G4 2022-23 -> G5 2023-24,2022-23,4.0,187,76.36364,2023-24,5.0,748,75.70187,-0.66,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0105 naragund,G5 2023-24 -> G6 2024-25,2023-24,5.0,588,51.190475,2024-25,6.0,598,50.551838,-0.64,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0021 bilagi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1038,53.48266,2024-25,5.0,1278,52.86385,-0.62,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0009 bagalkot,G5 2022-23 -> G6 2023-24,2022-23,5.0,121,75.53719,2023-24,6.0,1059,74.97167,-0.57,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0105 naragund,G4 2023-24 -> G5 2024-25,2023-24,4.0,550,49.654545,2024-25,5.0,625,49.16,-0.49,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0141 yadgir,G5 2023-24 -> G6 2024-25,2023-24,5.0,1322,42.968987,2024-25,6.0,1136,42.477993,-0.49,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0045 gokak,G5 2022-23 -> G6 2023-24,2022-23,5.0,101,68.514854,2023-24,6.0,844,68.03317,-0.48,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0008 badami,G5 2023-24 -> G6 2024-25,2023-24,5.0,1769,61.09949,2024-25,6.0,2614,60.631218,-0.47,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0033 chincholi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1358,37.81296,2024-25,6.0,1062,37.495293,-0.32,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0140 virajpet,G4 2022-23 -> G5 2023-24,2022-23,4.0,616,45.41396,2023-24,5.0,615,45.13008,-0.28,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0085 kuknoor,G4 2022-23 -> G5 2023-24,2022-23,4.0,686,45.327988,2023-24,5.0,635,45.09449,-0.23,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0108 nippani,G5 2023-24 -> G6 2024-25,2023-24,5.0,472,60.45551,2024-25,6.0,676,60.244083,-0.21,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0067 hukkeri,G4 2022-23 -> G5 2023-24,2022-23,4.0,103,74.805824,2023-24,5.0,1129,74.65013,-0.16,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0155 krishnaraja pet,G5 2023-24 -> G6 2024-25,2023-24,5.0,1298,48.713406,2024-25,6.0,924,48.652596,-0.06,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0140 virajpet,G5 2023-24 -> G6 2024-25,2023-24,5.0,615,45.13008,2024-25,6.0,475,45.105263,-0.02,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0149 haveri,G5 2023-24 -> G6 2024-25,2023-24,5.0,911,50.86169,2024-25,6.0,1565,50.840256,-0.02,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0030 chikkaballapur,G4 2022-23 -> G5 2023-24,2022-23,4.0,830,49.644577,2023-24,5.0,865,49.635838,-0.01,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0055 harapanahalli,G5 2023-24 -> G6 2024-25,2023-24,5.0,1849,36.687397,2024-25,6.0,1997,36.70756,0.02,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0060 holalkere,G4 2022-23 -> G5 2023-24,2022-23,4.0,1126,45.98579,2023-24,5.0,1095,46.05936,0.07,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0068 humnabad,G5 2023-24 -> G6 2024-25,2023-24,5.0,1051,42.40723,2024-25,6.0,942,42.489384,0.08,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0107 nelamangala,G5 2023-24 -> G6 2024-25,2023-24,5.0,731,55.164158,2024-25,6.0,553,55.262207,0.1,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0156 krishnarajanagara,G5 2023-24 -> G6 2024-25,2023-24,5.0,363,47.121212,2024-25,6.0,768,47.233074,0.11,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0115 ron,G5 2023-24 -> G6 2024-25,2023-24,5.0,1738,52.379173,2024-25,6.0,1763,52.560974,0.18,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0086 kundagol,G4 2023-24 -> G5 2024-25,2023-24,4.0,1385,60.89892,2024-25,5.0,1501,61.099266,0.2,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
