district,block,cluster,pct_mean_first,pct_floor_first,n_students_first,pct_mean_last,pct_floor_last,n_students_last,change_pp,floor_change_pp,annualised_pp,years,instrument_caveat
Raichur,B0096 manvi,C0098 athnoor,48.4,15.0,159,39.44,5.0,277,-8.96,-10.0,-4.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0033 chincholi,C0954 kodli,45.77,5.0,409,36.84,5.0,362,-8.93,0.0,-4.46,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0034 chintamani,C0075 anoor,55.96,15.0,78,47.03,10.0,197,-8.93,-5.0,-4.46,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0055 harapanahalli,C0519 goverahalli,43.36,5.0,265,34.45,0.0,311,-8.91,-5.0,-4.46,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0120 shahapur,C0209 bendebembali,40.78,5.0,269,31.89,0.0,347,-8.89,-5.0,-4.45,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0128 siruguppa,C1628 u hosalli,42.48,10.0,143,33.6,5.0,146,-8.88,-5.0,-4.44,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0128 siruguppa,C1247 nadanga,44.8,5.0,252,35.92,5.0,168,-8.88,0.0,-4.44,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Haveri,B0023 byadagi,C0271 budupanhalli,61.84,30.0,147,52.96,15.0,312,-8.88,-15.0,-4.44,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0124 sidlaghatta,C0007 abloodu,54.15,20.0,88,45.28,5.0,211,-8.87,-15.0,-4.44,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0126 sindhanur,C1374 ragalparvi,46.47,10.0,248,37.61,0.0,301,-8.86,-10.0,-4.43,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0073 jewargi,C0830 kadkol,51.18,15.0,85,42.32,10.0,190,-8.86,-5.0,-4.43,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayapura,B0016 basavan bagewadi,C0756 itagi,69.9,46.0,143,61.05,20.0,470,-8.85,-26.0,-4.43,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0087 kunigal,C0221 bhaktharahally,69.44,33.5,108,60.59,23.5,188,-8.85,-10.0,-4.43,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Haveri,B0121 shiggoan,C1928 chandapur,74.47,47.0,85,65.65,38.5,338,-8.82,-8.5,-4.41,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C0387 devamarikunte,46.69,10.0,210,37.88,5.0,203,-8.81,-5.0,-4.41,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0041 dharwad,C1217 mugad,79.39,55.0,495,70.59,40.0,566,-8.8,-15.0,-4.4,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0046 gubbi,C1139 mara shettyhalli,75.97,50.0,98,67.18,31.0,163,-8.79,-19.0,-4.4,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0102 mundaragi,C0242 bidaralli,55.33,25.0,152,46.54,15.0,162,-8.79,-10.0,-4.4,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0054 hanur,C1074 m.m.hills,60.72,40.0,76,51.95,10.0,131,-8.77,-30.0,-4.39,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mysuru,B0133 t.n.pura,C0319 chidaravalli,56.96,10.5,102,48.19,15.0,185,-8.77,4.5,-4.39,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0050 gundlupet,C0598 hangala,54.87,12.0,155,46.12,10.0,121,-8.75,-2.0,-4.38,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0119 sedam,C0446 duganoor,51.41,10.0,263,42.69,5.0,295,-8.72,-5.0,-4.36,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0013 ballari west,C0151 bandihatti bellary,44.08,10.0,190,35.39,5.0,254,-8.69,-5.0,-4.34,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0041 dharwad,C1645 uppina betageri,79.54,55.0,667,70.9,40.0,409,-8.64,-15.0,-4.32,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0109 pandavapura,C1545 sunka thonnuru,69.1,40.0,105,60.46,15.0,205,-8.64,-25.0,-4.32,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Haveri,B0114 ranebennur,C2103 haranagiri,85.83,65.0,211,77.22,55.0,325,-8.61,-10.0,-4.3,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0099 mudhol,C1218 mugalkhod,49.14,30.0,128,40.57,5.0,299,-8.57,-25.0,-4.28,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0086 kundagol,C1752 yerguppi,67.22,30.0,239,58.67,15.0,294,-8.55,-15.0,-4.28,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0111 raichur,C1624 tuntapur,52.47,15.0,152,43.94,11.5,104,-8.53,-3.5,-4.26,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0066 hubli,C0082 aralikatti,69.37,26.5,324,60.84,20.0,401,-8.53,-6.5,-4.26,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0131 srinivasapur,C1733 yaramvaripalli,58.44,30.0,96,49.92,15.0,66,-8.52,-15.0,-4.26,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0059 hiriyur,C0024 aimangala,43.83,10.0,179,35.34,5.0,194,-8.49,-5.0,-4.24,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0141 yadgir,C1104 malhar,56.2,15.0,125,47.71,15.0,48,-8.49,0.0,-4.24,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0096 manvi,C0917 kavithal,49.88,10.0,171,41.41,5.0,163,-8.47,-5.0,-4.24,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0052 hagaribommanahalli,C1140 marabbihal,56.43,21.0,143,47.99,20.0,127,-8.44,-1.0,-4.22,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0047 gudibanda,C0589 hampasandra,46.08,5.0,97,37.65,10.0,102,-8.43,5.0,-4.22,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0062 honnali,C1060 lingapura,48.46,13.0,107,40.06,5.0,235,-8.4,-8.0,-4.2,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0047 gudibanda,C1522 somenahalli,40.19,5.0,161,31.8,5.0,178,-8.39,0.0,-4.2,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C1566 talakere,85.31,59.5,130,76.95,55.0,110,-8.36,-4.5,-4.18,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0043 gadag rural,C0187 beladadi,52.99,15.0,154,44.7,10.0,422,-8.29,-5.0,-4.14,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0060 holalkere,C1597 thekalavatti,52.57,5.0,175,44.3,10.0,128,-8.27,5.0,-4.14,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0099 mudhol,C0631 hebbal,48.13,10.0,91,39.87,10.0,394,-8.26,0.0,-4.13,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0062 honnali,C0080 arakere,43.92,10.0,51,35.66,5.0,370,-8.26,-5.0,-4.13,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0041 dharwad,C0492 garag,63.75,25.0,300,55.5,15.0,517,-8.25,-10.0,-4.12,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C1295 neelagethanahatti,30.28,5.0,216,22.04,0.0,194,-8.24,-5.0,-4.12,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0010 bagepally,C1344 palyakere,49.61,20.0,51,41.4,0.0,68,-8.21,-20.0,-4.1,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0092 madikeri,C0822 kadagadalu,58.72,15.0,121,50.54,15.0,130,-8.18,0.0,-4.09,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0103 nagamangala,C0705 hosakki palya,74.1,57.5,106,65.93,24.5,70,-8.17,-33.0,-4.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0124 sidlaghatta,C1181 melur,63.66,25.0,179,55.49,15.0,122,-8.17,-10.0,-4.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0047 gudibanda,C0182 beechaganahalli,54.41,15.0,152,46.26,5.0,171,-8.15,-10.0,-4.07,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0035 chitradurga,C0459 esamudra,45.4,10.0,341,37.26,0.0,398,-8.14,-10.0,-4.07,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0027 chamarajanagar,C0612 harave,55.03,10.0,159,46.9,15.0,213,-8.13,5.0,-4.06,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0094 malur,C0338 chikkathirupathi,55.46,20.0,153,47.33,15.0,193,-8.13,-5.0,-4.06,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0135 tiptur,C0870 kamparahalli,67.36,50.0,53,59.26,25.0,61,-8.1,-25.0,-4.05,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0033 chincholi,C0025 ainapur,49.3,5.5,172,41.22,5.0,176,-8.08,-0.5,-4.04,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0136 tumkur,C0696 honnudike,58.86,10.0,114,50.81,20.0,124,-8.05,10.0,-4.02,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0107 nelamangala,C1494 shivagange,60.61,20.0,131,52.56,15.0,127,-8.05,-5.0,-4.02,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0141 yadgir,C0105 azalapur,42.62,5.0,63,34.58,5.0,130,-8.04,0.0,-4.02,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0060 holalkere,C0111 b.durga,50.86,5.0,238,42.83,5.0,214,-8.03,0.0,-4.02,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C1533 sriramanagar,50.48,10.0,282,42.48,10.0,236,-8.0,0.0,-4.0,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0090 maddur,C0987 koppa,73.75,31.5,24,65.75,35.0,67,-8.0,3.5,-4.0,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0063 hosadurga,C1534 srirampura,52.97,5.0,222,45.0,5.0,64,-7.97,0.0,-3.98,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0035 chitradurga,C1079 madakaripura,53.95,10.0,119,45.98,10.0,127,-7.97,0.0,-3.98,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0021 bilagi,C1543 sunag,55.89,15.0,257,47.93,15.0,239,-7.96,0.0,-3.98,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0131 srinivasapur,C1403 rayalpadu,63.28,29.5,90,55.34,11.0,103,-7.94,-18.5,-3.97,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0141 yadgir,C0984 konkal,42.29,10.0,308,34.37,5.0,335,-7.92,-5.0,-3.96,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0093 malavally,C1375 ragibommana hally,67.96,25.0,71,60.04,20.0,117,-7.92,-5.0,-3.96,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0049 gulbarga south,C0462 faratabad,44.0,5.0,500,36.09,5.0,382,-7.91,0.0,-3.96,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C1529 soravanahalli,68.89,35.0,81,60.99,40.0,86,-7.9,5.0,-3.95,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0106 navalgund,C0072 annigeri 2,67.25,30.0,255,59.38,20.0,412,-7.87,-10.0,-3.94,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0036 chittapur,C0224 bhankur,44.07,10.0,291,36.21,5.0,256,-7.86,-5.0,-3.93,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Hassan,B0029 channarayapatna,C0668 hirisave,58.72,25.0,141,50.87,5.0,202,-7.85,-20.0,-3.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0039 devadurga,C1045 kyadigera,39.69,0.0,147,31.84,2.0,185,-7.85,2.0,-3.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0037 davanagere(n),C0057 anaji,54.47,5.0,159,46.62,10.0,191,-7.85,5.0,-3.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Hassan,B0005 arasikere,C0791 jc pura,64.84,27.0,95,57.01,25.0,152,-7.83,-2.0,-3.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mysuru,B0133 t.n.pura,C0946 kodagahalli,80.45,56.0,123,72.63,45.0,251,-7.82,-11.0,-3.91,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0140 virajpet,C0053 ammathi vantiangadi,74.95,48.5,108,67.16,35.0,125,-7.79,-13.5,-3.9,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0128 siruguppa,C0625 hatcholli,45.43,5.0,362,37.66,5.0,492,-7.77,0.0,-3.88,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0039 devadurga,C0772 jalahalli west,55.25,20.0,238,47.48,15.0,111,-7.77,-5.0,-3.88,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0060 holalkere,C1246 n.g.halli,58.55,18.0,107,50.79,15.0,101,-7.76,-3.0,-3.88,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0050 gundlupet,C0733 hundipura,55.73,15.5,82,47.99,15.0,144,-7.74,-0.5,-3.87,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C1641 ulenoor,56.93,15.0,262,49.2,9.5,250,-7.73,-5.5,-3.86,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0049 gulbarga south,C1277 nandur (k),43.4,5.0,375,35.71,0.0,252,-7.69,-5.0,-3.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C1692 venkatagiri,51.87,0.0,276,44.18,10.0,291,-7.69,10.0,-3.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0010 bagepally,C0464 g.maddepalli,48.44,6.5,64,40.8,5.0,175,-7.64,-1.5,-3.82,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0050 gundlupet,C0815 kabbahalli,65.57,20.0,201,57.94,19.5,180,-7.63,-0.5,-3.82,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
